contract_ticker,event_ticker,decision_time,close_time,asset_symbol,contract_family,proxy_state,predicted_side,selected_side_outcome,selected_side_executable_price,all_in_break_even_probability,conservative_calibrated_side_probability,margin_probability,expected_value_per_contract,paper_result_per_contract,cost_quality,correlation_cluster_key,usable
KXBTC-26JUL0122-B58650,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_above_range_not_label,yes,0,0.0,0.0,0.5156621967,0.5156621967,0.5156621967,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B58750,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_above_range_not_label,yes,0,0.0,0.0,0.5156621967,0.5156621967,0.5156621967,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B58850,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_above_range_not_label,yes,0,0.0,0.0,0.5156621967,0.5156621967,0.5156621967,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B58950,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_above_range_not_label,yes,0,0.0,0.0,0.5156621967,0.5156621967,0.5156621967,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B59050,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_above_range_not_label,yes,0,0.0,0.0,0.5156621967,0.5156621967,0.5156621967,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B59150,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_above_range_not_label,yes,0,0.0,0.0,0.5156621967,0.5156621967,0.5156621967,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B59250,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_above_range_not_label,yes,0,0.0,0.0,0.5156621967,0.5156621967,0.5156621967,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B59350,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_above_range_not_label,yes,0,0.0,0.0,0.5156621967,0.5156621967,0.5156621967,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B59450,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_above_range_not_label,yes,0,0.95,0.9534,0.5156621967,-0.4377378033,-0.4377378033,-0.9534,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B59550,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_above_range_not_label,yes,0,0.95,0.9534,0.5156621967,-0.4377378033,-0.4377378033,-0.9534,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B59750,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B59850,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B59950,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B60050,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B60150,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,0,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,-1.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B60250,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B60350,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B60450,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B60550,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B60650,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B60750,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B60850,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B60950,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B61050,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B61150,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B61250,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B61350,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B61450,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B61550,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B61650,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B61750,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B61850,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B61950,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B62050,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B62150,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B62250,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B62350,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B62450,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B62550,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B62650,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B62750,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B62850,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B62950,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B63050,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B63150,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B63250,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B63350,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B63450,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B63550,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B63650,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC-26JUL0122-B63750,KXBTC-26JUL0122,2026-07-02T01:00:17Z,2026-07-02T02:00:00Z,BTC,range,proxy_below_range_not_label,no,1,1.0,1.0,0.5156621967,-0.4843378033,-0.4843378033,0.0,estimated_fee_from_executable_price,BTC|range|2026-07-02T02:00Z,False
KXBTC15M-26JUL012115-15,KXBTC15M-26JUL012115,2026-07-02T01:00:17Z,2026-07-02T01:15:00Z,BTC,fifteen_minute_up_down,proxy_below_floor_not_label,no,0,0.53,0.5475,0.5156621967,-0.0318378033,-0.0318378033,-0.5475,estimated_fee_from_executable_price,BTC|fifteen_minute_up_down|2026-07-02T01:15Z,False
KXDOGE15M-26JUL012115-15,KXDOGE15M-26JUL012115,2026-07-02T01:00:17Z,2026-07-02T01:15:00Z,DOGE,fifteen_minute_up_down,proxy_below_floor_not_label,no,0,0.65,0.666,0.5156621967,-0.1503378033,-0.1503378033,-0.666,estimated_fee_from_executable_price,DOGE|fifteen_minute_up_down|2026-07-02T01:15Z,False
KXETH15M-26JUL012115-15,KXETH15M-26JUL012115,2026-07-02T01:00:17Z,2026-07-02T01:15:00Z,ETH,fifteen_minute_up_down,proxy_above_floor_not_label,yes,1,0.53,0.5475,0.5156621967,-0.0318378033,-0.0318378033,0.4525,estimated_fee_from_executable_price,ETH|fifteen_minute_up_down|2026-07-02T01:15Z,False
KXHYPE15M-26JUL012115-15,KXHYPE15M-26JUL012115,2026-07-02T01:00:17Z,2026-07-02T01:15:00Z,HYPE,fifteen_minute_up_down,proxy_above_floor_not_label,yes,1,0.65,0.666,0.5156621967,-0.1503378033,-0.1503378033,0.334,estimated_fee_from_executable_price,HYPE|fifteen_minute_up_down|2026-07-02T01:15Z,False
KXNEAR15M-26JUL012115-15,KXNEAR15M-26JUL012115,2026-07-02T01:00:17Z,2026-07-02T01:15:00Z,NEAR,fifteen_minute_up_down,proxy_above_floor_not_label,yes,1,0.0,0.0,0.5156621967,0.5156621967,0.5156621967,1.0,estimated_fee_from_executable_price,NEAR|fifteen_minute_up_down|2026-07-02T01:15Z,False
KXSOL15M-26JUL012115-15,KXSOL15M-26JUL012115,2026-07-02T01:00:17Z,2026-07-02T01:15:00Z,SOL,fifteen_minute_up_down,proxy_above_floor_not_label,yes,1,0.56,0.5773,0.5156621967,-0.0616378033,-0.0616378033,0.4227,estimated_fee_from_executable_price,SOL|fifteen_minute_up_down|2026-07-02T01:15Z,False
KXXRP15M-26JUL012115-15,KXXRP15M-26JUL012115,2026-07-02T01:00:17Z,2026-07-02T01:15:00Z,XRP,fifteen_minute_up_down,proxy_above_floor_not_label,yes,1,0.62,0.6365,0.5156621967,-0.1208378033,-0.1208378033,0.3635,estimated_fee_from_executable_price,XRP|fifteen_minute_up_down|2026-07-02T01:15Z,False
KXZEC15M-26JUL012115-15,KXZEC15M-26JUL012115,2026-07-02T01:00:17Z,2026-07-02T01:15:00Z,ZEC,fifteen_minute_up_down,proxy_above_floor_not_label,yes,1,0.0,0.0,0.5156621967,0.5156621967,0.5156621967,1.0,estimated_fee_from_executable_price,ZEC|fifteen_minute_up_down|2026-07-02T01:15Z,False
KXBNB15M-26JUL012145-45,KXBNB15M-26JUL012145,2026-07-02T01:39:19Z,2026-07-02T01:45:00Z,BNB,fifteen_minute_up_down,proxy_above_floor_not_label,yes,1,0.96,0.9627,0.5156621967,-0.4470378033,-0.4470378033,0.0373,estimated_fee_from_executable_price,BNB|fifteen_minute_up_down|2026-07-02T01:45Z,False
KXBTC15M-26JUL012145-45,KXBTC15M-26JUL012145,2026-07-02T01:39:19Z,2026-07-02T01:45:00Z,BTC,fifteen_minute_up_down,proxy_above_floor_not_label,yes,1,0.966,0.9683,0.5156621967,-0.4526378033,-0.4526378033,0.0317,estimated_fee_from_executable_price,BTC|fifteen_minute_up_down|2026-07-02T01:45Z,False
KXDOGE15M-26JUL012145-45,KXDOGE15M-26JUL012145,2026-07-02T01:39:19Z,2026-07-02T01:45:00Z,DOGE,fifteen_minute_up_down,proxy_above_floor_not_label,yes,1,0.98,0.9814,0.5156621967,-0.4657378033,-0.4657378033,0.0186,estimated_fee_from_executable_price,DOGE|fifteen_minute_up_down|2026-07-02T01:45Z,False
KXETH15M-26JUL012145-45,KXETH15M-26JUL012145,2026-07-02T01:39:19Z,2026-07-02T01:45:00Z,ETH,fifteen_minute_up_down,proxy_above_floor_not_label,yes,1,0.98,0.9814,0.5156621967,-0.4657378033,-0.4657378033,0.0186,estimated_fee_from_executable_price,ETH|fifteen_minute_up_down|2026-07-02T01:45Z,False
KXHYPE15M-26JUL012145-45,KXHYPE15M-26JUL012145,2026-07-02T01:39:19Z,2026-07-02T01:45:00Z,HYPE,fifteen_minute_up_down,proxy_above_floor_not_label,yes,1,0.97,0.9721,0.5156621967,-0.4564378033,-0.4564378033,0.0279,estimated_fee_from_executable_price,HYPE|fifteen_minute_up_down|2026-07-02T01:45Z,False
KXNEAR15M-26JUL012145-45,KXNEAR15M-26JUL012145,2026-07-02T01:39:19Z,2026-07-02T01:45:00Z,NEAR,fifteen_minute_up_down,proxy_above_floor_not_label,yes,1,0.98,0.9814,0.5156621967,-0.4657378033,-0.4657378033,0.0186,estimated_fee_from_executable_price,NEAR|fifteen_minute_up_down|2026-07-02T01:45Z,False
KXSOL15M-26JUL012145-45,KXSOL15M-26JUL012145,2026-07-02T01:39:19Z,2026-07-02T01:45:00Z,SOL,fifteen_minute_up_down,proxy_above_floor_not_label,yes,1,0.99,0.9907,0.5156621967,-0.4750378033,-0.4750378033,0.0093,estimated_fee_from_executable_price,SOL|fifteen_minute_up_down|2026-07-02T01:45Z,False
KXXRP15M-26JUL012145-45,KXXRP15M-26JUL012145,2026-07-02T01:39:19Z,2026-07-02T01:45:00Z,XRP,fifteen_minute_up_down,proxy_above_floor_not_label,yes,1,0.986,0.987,0.5156621967,-0.4713378033,-0.4713378033,0.013,estimated_fee_from_executable_price,XRP|fifteen_minute_up_down|2026-07-02T01:45Z,False
KXZEC15M-26JUL012145-45,KXZEC15M-26JUL012145,2026-07-02T01:39:19Z,2026-07-02T01:45:00Z,ZEC,fifteen_minute_up_down,proxy_below_floor_not_label,no,0,0.49,0.5075,0.5156621967,0.0081621967,0.0081621967,-0.5075,estimated_fee_from_executable_price,ZEC|fifteen_minute_up_down|2026-07-02T01:45Z,False
KXBNB15M-26JUL020100-00,KXBNB15M-26JUL020100,2026-07-02T04:45:27Z,2026-07-02T05:00:00Z,BNB,fifteen_minute_up_down,proxy_below_floor_not_label,no,0,0.47,0.4875,0.5156621967,0.0281621967,0.0281621967,-0.4875,estimated_fee_from_executable_price,BNB|fifteen_minute_up_down|2026-07-02T05:00Z,False
KXBTC15M-26JUL020100-00,KXBTC15M-26JUL020100,2026-07-02T04:45:27Z,2026-07-02T05:00:00Z,BTC,fifteen_minute_up_down,proxy_below_floor_not_label,no,0,0.53,0.5475,0.5156621967,-0.0318378033,-0.0318378033,-0.5475,estimated_fee_from_executable_price,BTC|fifteen_minute_up_down|2026-07-02T05:00Z,False
KXDOGE15M-26JUL020100-00,KXDOGE15M-26JUL020100,2026-07-02T04:45:27Z,2026-07-02T05:00:00Z,DOGE,fifteen_minute_up_down,proxy_above_floor_not_label,yes,1,0.69,0.705,0.5156621967,-0.1893378033,-0.1893378033,0.295,estimated_fee_from_executable_price,DOGE|fifteen_minute_up_down|2026-07-02T05:00Z,False
KXETH15M-26JUL020100-00,KXETH15M-26JUL020100,2026-07-02T04:45:27Z,2026-07-02T05:00:00Z,ETH,fifteen_minute_up_down,proxy_below_floor_not_label,no,0,0.55,0.5674,0.5156621967,-0.0517378033,-0.0517378033,-0.5674,estimated_fee_from_executable_price,ETH|fifteen_minute_up_down|2026-07-02T05:00Z,False
KXHYPE15M-26JUL020100-00,KXHYPE15M-26JUL020100,2026-07-02T04:45:27Z,2026-07-02T05:00:00Z,HYPE,fifteen_minute_up_down,proxy_above_floor_not_label,yes,1,0.54,0.5574,0.5156621967,-0.0417378033,-0.0417378033,0.4426,estimated_fee_from_executable_price,HYPE|fifteen_minute_up_down|2026-07-02T05:00Z,False
KXNEAR15M-26JUL020100-00,KXNEAR15M-26JUL020100,2026-07-02T04:45:27Z,2026-07-02T05:00:00Z,NEAR,fifteen_minute_up_down,proxy_below_floor_not_label,no,0,0.54,0.5574,0.5156621967,-0.0417378033,-0.0417378033,-0.5574,estimated_fee_from_executable_price,NEAR|fifteen_minute_up_down|2026-07-02T05:00Z,False
KXSOL15M-26JUL020100-00,KXSOL15M-26JUL020100,2026-07-02T04:45:27Z,2026-07-02T05:00:00Z,SOL,fifteen_minute_up_down,proxy_below_floor_not_label,no,0,0.48,0.4975,0.5156621967,0.0181621967,0.0181621967,-0.4975,estimated_fee_from_executable_price,SOL|fifteen_minute_up_down|2026-07-02T05:00Z,False
KXXRP15M-26JUL020100-00,KXXRP15M-26JUL020100,2026-07-02T04:45:27Z,2026-07-02T05:00:00Z,XRP,fifteen_minute_up_down,proxy_above_floor_not_label,yes,1,0.56,0.5773,0.5156621967,-0.0616378033,-0.0616378033,0.4227,estimated_fee_from_executable_price,XRP|fifteen_minute_up_down|2026-07-02T05:00Z,False
KXZEC15M-26JUL020100-00,KXZEC15M-26JUL020100,2026-07-02T04:45:27Z,2026-07-02T05:00:00Z,ZEC,fifteen_minute_up_down,proxy_above_floor_not_label,yes,0,0.64,0.6562,0.5156621967,-0.1405378033,-0.1405378033,-0.6562,estimated_fee_from_executable_price,ZEC|fifteen_minute_up_down|2026-07-02T05:00Z,False
